,city,district,neighborhood,room,living_room,area,age,floor,price
4938,denizli,merkezefendi,gultepe,4,1,215,0,3,30000
4940,denizli,pamukkale,hacikaplanlar,1,1,55,6,3,9000
4941,denizli,pamukkale,kinikli,1,1,45,15,0,6000
4942,denizli,merkezefendi,gultepe,2,1,110,15,1,8000
4944,denizli,merkezefendi,selcuk_bey,3,1,170,5,3,25000
4945,denizli,pamukkale,zeytinkoy,1,1,50,10,5,5000
4946,denizli,pamukkale,kinikli,2,1,90,5,2,15000
4947,denizli,merkezefendi,selcuk_bey,3,1,135,30,1,10000
4949,denizli,merkezefendi,adalet,3,1,170,17,5,15000
4950,denizli,pamukkale,asmalievler,1,1,45,10,3,10000
4951,denizli,merkezefendi,karahasanli,3,1,130,15,2,12000
4952,denizli,pamukkale,asmalievler,1,1,50,4,2,7000
4953,denizli,merkezefendi,saraylar,1,1,60,3,4,8000
4954,denizli,pamukkale,kinikli,1,1,50,18,0,6000
4955,denizli,pamukkale,atalar,3,1,170,15,-1,13000
4956,denizli,pamukkale,topraklik,3,1,135,35,3,7500
4958,denizli,pamukkale,15_mayis,2,1,80,4,4,12500
4960,denizli,pamukkale,atalar,3,1,130,25,3,9000
4961,denizli,pamukkale,incilipinar,2,1,125,16,1,9000
4962,denizli,pamukkale,asmalievler,1,1,55,5,2,8500
4963,denizli,pamukkale,zeytinkoy,1,1,70,15,5,8250
4964,denizli,merkezefendi,semikler,2,1,100,0,2,12000
4965,denizli,merkezefendi,servergazi,2,1,140,25,5,15000
4967,denizli,merkezefendi,muratdede,2,1,80,2,2,10000
4968,denizli,pamukkale,kuspinar,1,1,75,0,3,8000
4969,denizli,pamukkale,asmalievler,3,1,150,20,3,11000
4970,denizli,merkezefendi,merkez_efendi,3,1,150,17,1,14500
4971,denizli,pamukkale,atalar,1,1,50,5,2,8000
4972,denizli,merkezefendi,saruhan,1,1,70,30,5,4000
4973,denizli,pamukkale,kinikli,2,1,75,10,1,7999
4974,denizli,merkezefendi,selcuk_bey,3,1,165,5,3,15000
4975,denizli,pamukkale,atalar,3,1,150,18,1,12000
4976,denizli,pamukkale,feslegen,2,1,140,25,3,9000
4977,denizli,pamukkale,kinikli,2,1,120,27,4,13000
4978,denizli,pamukkale,kinikli,1,1,50,15,3,9999
4979,denizli,merkezefendi,sirakapilar,1,1,50,5,1,8500
4980,denizli,merkezefendi,hallaclar,3,1,130,3,3,15000
4981,denizli,pamukkale,mehmetcik,2,1,70,3,3,11500
4982,denizli,merkezefendi,karaman,2,1,65,15,0,5000
4983,denizli,cameli,yeni,2,1,60,10,2,8000
4984,denizli,merkezefendi,karaman,2,1,120,13,3,10500
4985,denizli,pamukkale,bagbasi,1,1,50,8,3,7500
4986,denizli,merkezefendi,karaman,1,1,75,10,5,7500
4987,denizli,pamukkale,kinikli,1,1,55,3,2,12000
4988,denizli,merkezefendi,muratdede,1,1,45,4,2,8500
4989,denizli,pamukkale,kuspinar,1,1,55,6,3,10000
4990,denizli,pamukkale,mehmetcik,1,1,55,5,2,9000
4991,denizli,pamukkale,kinikli,2,1,60,3,3,11000
4992,denizli,merkezefendi,selcuk_bey,2,1,145,17,1,14000
4993,denizli,pamukkale,zeytinkoy,1,1,45,15,3,8000
4994,denizli,merkezefendi,karaman,3,1,171,12,3,10000
4995,denizli,merkezefendi,akkonak,2,1,180,10,3,11000
4996,denizli,pamukkale,hacikaplanlar,2,1,75,6,3,9500
4997,denizli,pamukkale,asmalievler,2,1,95,1,4,11500
4998,denizli,pamukkale,topraklik,2,1,130,8,3,15000
4999,denizli,merkezefendi,adalet,3,1,190,5,3,25000
5000,denizli,pamukkale,asmalievler,1,1,65,5,3,12500
5001,denizli,pamukkale,asmalievler,2,1,75,5,3,10000
5002,denizli,merkezefendi,altintop,3,1,165,25,2,14000
5003,denizli,pamukkale,atalar,1,1,65,3,2,8500
5004,denizli,merkezefendi,semikler,2,1,130,2,1,16000
5005,denizli,pamukkale,kuspinar,1,1,50,5,2,12000
5006,denizli,pamukkale,bagbasi,1,1,65,10,3,10000
5007,denizli,merkezefendi,karaman,2,1,90,10,1,6000
5008,denizli,pamukkale,kinikli,3,1,150,11,3,20000
5009,denizli,cardak,cumhuriyet,2,1,105,5,3,10000
5010,denizli,pamukkale,istiklal,2,1,138,25,5,10000
5011,denizli,pamukkale,incilipinar,2,1,60,7,3,7500
5013,denizli,pamukkale,kuspinar,1,1,60,3,3,8000
5014,denizli,pamukkale,asmalievler,1,1,55,5,3,6000
5015,denizli,pamukkale,incilipinar,1,1,45,10,5,6500
5016,denizli,pamukkale,asmalievler,2,1,68,10,4,14500
5017,denizli,pamukkale,kuspinar,3,1,150,25,2,13000
5018,denizli,pamukkale,siteler,2,1,135,20,2,11000
5019,denizli,pamukkale,fatih,2,1,80,5,3,8000
5020,denizli,pamukkale,topraklik,2,1,110,4,3,10000
5021,denizli,merkezefendi,karaman,3,1,171,12,5,9000
5022,denizli,pamukkale,bagbasi,1,1,50,4,5,7000
5023,denizli,pamukkale,incilipinar,1,1,45,25,0,7000
5024,denizli,pamukkale,topraklik,2,1,145,30,1,9000
5025,denizli,pamukkale,yunusemre,2,1,80,5,3,10000
5026,denizli,pamukkale,asmalievler,2,1,60,15,3,7500
5027,denizli,merkezefendi,selcuk_bey,3,1,165,11,3,16000
5028,denizli,pamukkale,asmalievler,2,1,60,15,3,7000
5029,denizli,merkezefendi,muratdede,2,1,125,9,3,10000
5030,denizli,pamukkale,asmalievler,1,1,55,4,3,7000
5031,denizli,merkezefendi,servergazi,2,1,75,10,0,12000
5034,denizli,pamukkale,kinikli,2,1,100,5,3,13500
5036,denizli,pamukkale,zeytinkoy,1,1,60,5,5,6000
5037,denizli,pamukkale,15_mayis,1,1,55,4,3,7500
5038,denizli,pamukkale,kinikli,1,1,35,5,2,7500
5040,denizli,merkezefendi,saraylar,1,1,50,12,3,6500
5041,denizli,merkezefendi,sirakapilar,1,1,55,5,2,8000
5042,denizli,pamukkale,kinikli,2,1,50,15,3,10000
5043,denizli,pamukkale,asmalievler,2,1,70,0,2,14000
5044,denizli,pamukkale,kuspinar,1,1,70,3,2,14750
5045,denizli,pamukkale,feslegen,1,1,80,20,2,3999
5046,denizli,pamukkale,hacikaplanlar,2,1,70,8,2,9500
5048,denizli,pamukkale,fatih,1,1,90,5,5,8000
5049,denizli,pamukkale,15_mayis,1,1,65,7,5,7500
5050,denizli,pamukkale,asmalievler,2,1,55,10,3,7500
5051,denizli,merkezefendi,servergazi,2,1,110,5,0,12000
5053,denizli,pamukkale,bagbasi,2,1,90,5,2,10000
5054,denizli,merkezefendi,karahasanli,3,1,120,15,5,15000
5055,denizli,pamukkale,yunusemre,1,1,50,5,0,7000
5056,denizli,pamukkale,kinikli,1,1,55,10,5,9000
5057,denizli,pamukkale,siteler,1,1,50,3,0,7900
5058,denizli,pamukkale,topraklik,1,1,50,5,5,5000
5059,denizli,pamukkale,kinikli,2,1,50,15,3,12000
5060,denizli,pamukkale,mehmetcik,2,1,75,5,1,15000
5061,denizli,pamukkale,atalar,2,1,75,4,2,10000
5062,denizli,merkezefendi,selcuk_bey,3,1,160,8,0,12000
5063,denizli,merkezefendi,ilbade,3,1,130,30,3,6000
5064,denizli,merkezefendi,saraylar,1,1,50,12,3,6000
5065,denizli,merkezefendi,sirakapilar,1,1,55,5,2,8000
5067,denizli,merkezefendi,semikler,3,1,160,5,6,20000
5068,denizli,merkezefendi,karaman,1,1,75,5,1,8000
5069,denizli,pamukkale,feslegen,1,1,50,5,2,6500
5071,denizli,merkezefendi,akkonak,2,1,60,3,3,6900
5072,denizli,pamukkale,fatih,1,1,70,5,3,7000
5073,denizli,pamukkale,asmalievler,2,1,70,8,0,8500
5074,denizli,pamukkale,15_mayis,1,1,50,6,3,8000
5075,denizli,pamukkale,kinikli,3,1,155,20,5,15000
5076,denizli,merkezefendi,degirmenonu,1,1,50,3,3,8500
5077,denizli,pamukkale,asmalievler,2,1,48,0,1,10000
5078,denizli,pamukkale,kinikli,1,1,50,5,0,8500
5079,denizli,pamukkale,siteler,2,1,120,30,2,13000
5080,denizli,merkezefendi,gumuscay,2,1,100,8,1,8000
5081,denizli,merkezefendi,degirmenonu,1,1,45,5,2,5750
5082,denizli,pamukkale,atalar,3,1,185,21,3,12500
5083,denizli,merkezefendi,yenisafak,3,1,160,0,3,22000
5084,denizli,pamukkale,asmalievler,2,1,80,10,3,7999
5085,denizli,pamukkale,15_mayis,1,1,55,8,1,6000
5086,denizli,merkezefendi,sirakapilar,2,1,127,25,3,14000
5088,denizli,pamukkale,feslegen,2,1,70,7,3,8500
5089,denizli,pamukkale,zeytinkoy,1,1,75,0,3,14000
5090,denizli,pamukkale,zeytinkoy,1,1,60,5,2,7500
5091,denizli,pamukkale,siteler,3,1,130,20,2,10000
5093,denizli,pamukkale,bagbasi,2,1,110,5,2,15000
5094,denizli,merkezefendi,semikler,3,1,190,6,6,22500
5095,denizli,pamukkale,zumrut,3,1,170,20,3,12000
5096,denizli,merkezefendi,karaman,2,1,115,15,1,10500
5097,denizli,pamukkale,asmalievler,2,1,80,12,3,10000
5098,denizli,pamukkale,zeytinkoy,1,1,60,4,0,8000
5099,denizli,merkezefendi,gumuscay,2,1,115,15,1,9000
5100,denizli,saraykoy,bala,3,1,150,20,1,10000
5101,denizli,merkezefendi,muratdede,1,1,50,5,1,8000
5103,denizli,pamukkale,cumhuriyet,2,1,75,2,3,13000
5104,denizli,merkezefendi,gerzele,2,1,175,5,3,15000
5105,denizli,pamukkale,hacikaplanlar,1,1,45,7,2,6500
5106,denizli,pamukkale,zeytinkoy,1,1,50,5,3,6250
5108,denizli,pamukkale,kinikli,1,1,55,5,1,10000
5109,denizli,pamukkale,bagbasi,1,1,70,5,1,11000
5110,denizli,pamukkale,asmalievler,2,1,60,1,3,12500
5111,denizli,merkezefendi,semikler,3,1,190,0,1,20000
5112,denizli,pamukkale,mehmetcik,3,1,173,15,1,15000
5113,denizli,merkezefendi,altintop,3,1,175,25,3,15000
5114,denizli,pamukkale,mehmetcik,2,1,110,25,0,5000
5115,denizli,merkezefendi,altintop,3,1,170,21,2,13000
5116,denizli,pamukkale,hacikaplanlar,1,1,50,3,5,7500
5117,denizli,pamukkale,hacikaplanlar,1,1,50,5,3,7000
5118,denizli,pamukkale,asmalievler,1,1,65,4,3,8500
5119,denizli,merkezefendi,altintop,3,1,170,25,6,16000
5120,denizli,merkezefendi,adalet,3,1,160,11,1,15000
5121,denizli,pamukkale,bagbasi,2,1,75,5,2,8000
5122,denizli,pamukkale,bagbasi,3,1,180,15,2,19500
5123,denizli,pamukkale,zeytinkoy,1,1,50,7,3,7400
5124,denizli,pamukkale,yunusemre,2,1,85,1,3,15000
5125,denizli,pamukkale,hacikaplanlar,1,1,65,7,5,7500
5126,denizli,merkezefendi,semikler,2,1,110,10,0,8000
5127,denizli,pamukkale,incilipinar,1,1,45,10,3,6999
5128,denizli,pamukkale,gokpinar,2,1,110,1,3,14000
5130,denizli,pamukkale,yunusemre,3,1,155,5,0,8000
5131,denizli,pamukkale,asmalievler,2,1,75,1,3,14500
5132,denizli,pamukkale,zumrut,3,1,165,15,3,15000
5133,denizli,pamukkale,zeytinkoy,1,1,65,4,3,8500
5134,denizli,pamukkale,kinikli,2,1,100,10,5,7000
5135,denizli,merkezefendi,mehmet_akif_ersoy,3,1,160,11,2,15000
5136,denizli,merkezefendi,muratdede,3,1,160,8,3,14500
5137,denizli,merkezefendi,semikler,3,1,130,1,6,21000
5138,denizli,pamukkale,yunusemre,2,1,79,4,2,13000
5139,denizli,merkezefendi,selcuk_bey,1,1,50,0,2,11000
5140,denizli,pamukkale,15_mayis,1,1,45,6,2,9000
5142,denizli,merkezefendi,gumuscay,3,1,150,3,3,12500
5143,denizli,pamukkale,15_mayis,1,1,50,12,3,7000
5144,denizli,pamukkale,incilipinar,3,1,165,20,3,9000
5145,denizli,merkezefendi,karahasanli,3,1,145,5,0,8500
5146,denizli,pamukkale,asmalievler,2,1,80,4,5,7000
5147,denizli,merkezefendi,saraylar,1,1,45,5,4,7000
5148,denizli,merkezefendi,karahasanli,3,1,125,15,1,14000
5149,denizli,pamukkale,zeytinkoy,2,1,80,5,1,11000
5151,denizli,pamukkale,bagbasi,2,1,80,15,0,6000
5152,denizli,pamukkale,15_mayis,1,1,55,5,3,7500
5153,denizli,pamukkale,siteler,1,1,45,10,5,7000
5154,denizli,merkezefendi,adalet,3,1,160,9,4,12000
5155,denizli,pamukkale,gokpinar,2,1,110,1,1,14000
5156,denizli,merkezefendi,semikler,2,1,120,10,0,7500
5157,denizli,pamukkale,15_mayis,1,1,45,0,1,5000
5158,denizli,merkezefendi,akkonak,1,1,45,8,3,8000
5159,denizli,pamukkale,yunusemre,2,1,100,2,2,15000
5160,denizli,pamukkale,kinikli,2,1,50,15,0,6500
5161,denizli,pamukkale,mehmetcik,3,1,155,10,0,9000
5162,denizli,pamukkale,incilipinar,1,1,55,5,2,7500
5163,denizli,pamukkale,kervansaray,3,1,155,3,3,16500
5164,denizli,pamukkale,asmalievler,2,1,65,2,3,14500
5165,denizli,merkezefendi,karahasanli,3,1,140,15,3,15000
5166,denizli,pamukkale,asmalievler,1,1,48,10,5,6500
5167,denizli,pamukkale,mehmetcik,2,1,95,12,0,15000
5168,denizli,pamukkale,15_mayis,1,1,60,10,3,8000
5169,denizli,pamukkale,kinikli,1,1,50,8,0,7500
5170,denizli,merkezefendi,selcuk_bey,1,1,50,5,1,9000
5171,denizli,pamukkale,incilipinar,1,1,68,5,1,10000
5172,denizli,pamukkale,yunusemre,1,1,80,2,4,10000
5173,denizli,merkezefendi,akkonak,1,1,60,25,0,4000
5174,denizli,merkezefendi,gumuscay,2,1,130,20,1,9750
5175,denizli,pamukkale,topraklik,1,1,50,5,3,7000
5176,denizli,pamukkale,anafartalar,2,1,92,5,3,13000
5177,denizli,merkezefendi,hallaclar,3,1,135,3,3,15000
5178,denizli,merkezefendi,saraylar,1,1,50,12,3,6000
5180,denizli,pamukkale,hacikaplanlar,1,1,58,0,3,10500
5181,denizli,pamukkale,yunusemre,2,1,55,5,2,12000
5182,denizli,pamukkale,yunusemre,1,1,40,5,3,8000
5183,denizli,pamukkale,15_mayis,1,1,50,5,3,7500
5185,denizli,pamukkale,kuspinar,3,1,140,25,0,7000
5186,denizli,pamukkale,topraklik,3,1,150,26,5,9000
5187,denizli,pamukkale,kinikli,1,1,50,5,3,12000
5188,denizli,pamukkale,kervansaray,3,1,130,1,3,17250
5189,denizli,pamukkale,kervansaray,3,1,140,16,5,8000
5190,denizli,merkezefendi,selcuk_bey,3,1,185,22,5,15000
5191,denizli,merkezefendi,selcuk_bey,3,1,210,10,2,18000
5192,denizli,pamukkale,kinikli,1,1,45,5,1,6500
5193,denizli,pamukkale,asmalievler,2,1,75,10,3,10000
5194,denizli,merkezefendi,altintop,1,1,90,15,2,8000
5195,denizli,pamukkale,cumhuriyet,2,1,90,11,3,9500
5196,denizli,pamukkale,zumrut,3,1,125,10,3,14500
5197,denizli,pamukkale,siteler,2,1,165,25,1,12500
5198,denizli,pamukkale,atalar,3,1,200,30,3,13000
5199,denizli,merkezefendi,akkonak,1,1,40,0,1,7000
5200,denizli,pamukkale,tekke,2,1,140,6,5,14500
5201,denizli,pamukkale,atalar,3,1,210,18,3,25000
5202,denizli,pamukkale,mehmetcik,1,1,75,10,0,10000
5203,denizli,merkezefendi,sirakapilar,2,1,65,0,2,12000
5204,denizli,pamukkale,hacikaplanlar,2,1,128,12,0,10000
5205,denizli,merkezefendi,karaman,2,1,120,12,3,10000
5206,denizli,pamukkale,hacikaplanlar,2,1,125,25,6,10750
5207,denizli,pamukkale,siteler,1,1,55,26,3,8500
5208,denizli,pamukkale,kinikli,1,1,40,8,1,6500
5209,denizli,pamukkale,kervansaray,3,1,140,18,5,8000
5210,denizli,pamukkale,mehmetcik,1,1,50,7,3,8000
5211,denizli,merkezefendi,karaman,2,1,130,30,1,7500
5213,denizli,merkezefendi,degirmenonu,3,1,155,26,4,8500
5214,denizli,pamukkale,dokuzkavaklar,1,1,40,10,3,6500
5215,denizli,pamukkale,asmalievler,2,1,60,4,2,17500
5216,denizli,pamukkale,incilipinar,2,1,95,30,5,6000
5217,denizli,pamukkale,kinikli,1,1,45,10,5,6000
5218,denizli,pamukkale,zeytinkoy,1,1,60,5,5,7000
5219,denizli,pamukkale,yunusemre,1,1,60,10,3,6500
5220,denizli,pamukkale,zeytinkoy,2,1,110,15,0,10000
5221,denizli,merkezefendi,karaman,3,1,140,21,2,11000
5222,denizli,merkezefendi,degirmenonu,1,1,60,8,2,8500
5223,denizli,pamukkale,anafartalar,3,1,150,10,3,12000
5224,denizli,pamukkale,hacikaplanlar,1,1,55,5,1,6500
5225,denizli,pamukkale,feslegen,4,1,200,20,2,11000
5226,denizli,pamukkale,incilipinar,1,1,45,4,6,6500
5227,denizli,pamukkale,mehmetcik,3,1,160,15,3,15000
5228,denizli,pamukkale,15_mayis,2,1,80,4,2,10000
5229,denizli,pamukkale,feslegen,2,1,76,5,2,12000
5230,denizli,merkezefendi,selcuk_bey,3,1,135,15,2,15000
5231,denizli,pamukkale,istiklal,1,1,60,5,1,10000
5232,denizli,merkezefendi,adalet,3,1,180,15,3,17000
5233,denizli,merkezefendi,muratdede,1,1,50,4,1,6500
5234,denizli,pamukkale,topraklik,2,1,110,8,3,17000
5235,denizli,pamukkale,kinikli,1,1,45,15,3,9000
5236,denizli,pamukkale,dokuzkavaklar,1,1,65,5,3,8500
5237,denizli,pamukkale,kinikli,1,1,50,5,3,12000
5239,denizli,pamukkale,topraklik,1,1,40,2,2,6500
5240,denizli,pamukkale,bagbasi,3,1,150,10,4,13500
5241,denizli,merkezefendi,degirmenonu,1,1,55,5,1,8000
5243,denizli,pamukkale,feslegen,3,1,160,5,3,15000
5244,denizli,pamukkale,kervansaray,2,1,125,3,4,19000
5245,denizli,merkezefendi,servergazi,3,1,175,13,3,18000
5246,denizli,pamukkale,siteler,1,1,45,5,5,6750
5247,denizli,pamukkale,hacikaplanlar,1,1,55,3,3,7500
5248,denizli,merkezefendi,karahasanli,3,1,125,15,3,12000
5249,denizli,merkezefendi,bereketler,1,1,50,8,2,6000
5250,denizli,saraykoy,ataturk,4,1,160,30,4,4500
5251,denizli,merkezefendi,karahasanli,3,1,130,20,3,13000
5252,denizli,merkezefendi,bereketler,1,1,55,0,2,10000
5253,denizli,pamukkale,feslegen,3,1,169,20,5,8000
5254,denizli,pamukkale,kuspinar,2,1,110,5,4,18000
5255,denizli,merkezefendi,muratdede,1,1,55,5,2,7000
5256,denizli,pamukkale,zeytinkoy,2,1,80,5,1,7999
5257,denizli,pamukkale,asmalievler,1,1,80,5,4,8500
5258,denizli,pamukkale,kinikli,2,1,75,0,1,12000
5259,denizli,pamukkale,kinikli,2,1,80,15,5,7500
5260,denizli,pamukkale,zumrut,3,1,135,16,1,9500
5261,denizli,pamukkale,15_mayis,1,1,45,10,1,6500
5263,denizli,pamukkale,zeytinkoy,1,1,75,0,5,8000
5264,denizli,pamukkale,zeytinkoy,1,1,50,0,2,8000
5266,denizli,merkezefendi,yenisafak,3,1,160,11,2,15000
5267,denizli,pamukkale,zeytinkoy,2,1,100,10,5,15000
5268,denizli,pamukkale,siteler,2,1,85,6,3,10000
5269,denizli,merkezefendi,muratdede,2,1,80,4,3,10000
5270,denizli,merkezefendi,gultepe,3,1,180,0,5,24000
5271,denizli,pamukkale,kinikli,2,1,110,25,2,10000
5272,denizli,pamukkale,tekke,2,1,140,5,3,15000
5273,denizli,merkezefendi,adalet,3,1,150,15,1,16500
5275,denizli,pamukkale,atalar,2,1,57,5,3,9000
5276,denizli,merkezefendi,semikler,2,1,147,11,2,13500
5277,denizli,pamukkale,kuspinar,3,1,160,21,3,12000
5278,denizli,pamukkale,asmalievler,1,1,55,0,4,8000
5279,denizli,pamukkale,cumhuriyet,1,1,50,2,3,10000
5280,denizli,pamukkale,15_mayis,1,1,45,5,3,7500
5281,denizli,pamukkale,incilipinar,1,1,55,5,3,8500
5282,denizli,pamukkale,feslegen,3,1,145,20,2,12500
5283,denizli,pamukkale,feslegen,2,1,130,25,3,10000
5284,denizli,pamukkale,siteler,1,1,55,6,0,5000
5285,denizli,merkezefendi,selcuk_bey,3,1,120,15,0,8000
5286,denizli,pamukkale,yunusemre,2,1,90,5,2,15000
5288,denizli,pamukkale,asmalievler,2,1,60,8,2,5000
5289,denizli,pamukkale,asmalievler,2,1,65,0,2,11000
5290,denizli,merkezefendi,semikler,3,1,168,0,5,35000
5291,denizli,merkezefendi,selcuk_bey,3,1,165,10,3,16000
5292,denizli,pamukkale,atalar,3,1,120,15,3,9500
5293,denizli,pamukkale,kuspinar,1,1,65,7,3,10000
5294,denizli,merkezefendi,1200_evler,4,1,185,17,4,15000
5295,denizli,pamukkale,bagbasi,3,1,190,5,3,15000
5296,denizli,pamukkale,incilipinar,1,1,80,15,5,6000
5297,denizli,merkezefendi,servergazi,2,1,90,11,5,10000
5298,denizli,pamukkale,mehmetcik,3,1,170,14,1,15000
5299,denizli,pamukkale,kuspinar,3,1,160,21,3,12000
5300,denizli,pamukkale,cumhuriyet,1,1,50,2,3,8500
5301,denizli,saraykoy,bala,1,1,60,8,5,7000
5302,denizli,pamukkale,bagbasi,3,1,150,20,3,8000
5303,denizli,pamukkale,yunusemre,1,1,55,5,2,7000
5304,denizli,pamukkale,kayihan,1,1,50,4,2,7500
5305,denizli,merkezefendi,selcuk_bey,3,1,135,25,3,15000
5306,denizli,pamukkale,zeytinkoy,1,1,55,7,3,7000
5307,denizli,merkezefendi,adalet,2,1,145,16,1,13000
5308,denizli,pamukkale,atalar,1,1,45,5,3,6500
5309,denizli,merkezefendi,merkez_efendi,3,1,135,4,0,8500
5310,denizli,merkezefendi,mehmet_akif_ersoy,3,1,150,20,0,7000
5311,denizli,pamukkale,mehmetcik,3,1,180,15,1,25000
5312,denizli,merkezefendi,degirmenonu,1,1,50,3,3,6500
5314,denizli,merkezefendi,semikler,2,1,60,5,3,9000
5315,denizli,pamukkale,kinikli,2,1,75,5,3,9000
5316,denizli,pamukkale,hacikaplanlar,1,1,52,6,1,7000
5317,denizli,pamukkale,asmalievler,1,1,50,12,5,6500
5318,denizli,pamukkale,istiklal,1,1,55,5,2,7000
5319,denizli,merkezefendi,adalet,2,1,145,11,0,12000
5321,denizli,pamukkale,yunusemre,2,1,120,20,5,10000
5322,denizli,pamukkale,kayihan,3,1,132,15,5,7100
5324,denizli,merkezefendi,selcuk_bey,3,1,140,30,2,10000
5325,denizli,pamukkale,yunusemre,1,1,50,20,4,6500
5326,denizli,pamukkale,kinikli,1,1,50,0,3,10000
5328,denizli,pamukkale,incilipinar,2,1,75,4,1,11000
5329,denizli,pamukkale,zeytinkoy,1,1,75,0,3,7000
5330,denizli,merkezefendi,degirmenonu,3,1,150,25,5,9000
5331,denizli,pamukkale,zeytinkoy,2,1,85,1,3,20000
5332,denizli,merkezefendi,degirmenonu,3,1,195,10,4,16500
5333,denizli,pamukkale,asmalievler,2,1,90,10,4,10000
5334,denizli,saraykoy,asagi,3,1,135,25,2,6000
5336,denizli,pamukkale,incilipinar,1,1,55,5,3,6800
5337,denizli,pamukkale,siteler,1,1,50,10,1,10000
5338,denizli,pamukkale,istiklal,1,1,55,5,2,6500
5339,denizli,merkezefendi,akkonak,3,1,145,21,3,13000
5340,denizli,merkezefendi,degirmenonu,2,1,70,12,3,8000
5341,denizli,pamukkale,15_mayis,1,1,45,5,2,7500
5342,denizli,pamukkale,kuspinar,3,1,160,21,3,12000
5343,denizli,pamukkale,incilipinar,2,1,150,30,3,8000
5344,denizli,merkezefendi,semikler,3,1,120,9,0,12000
5345,denizli,pamukkale,yunusemre,2,1,65,1,2,11000
5346,denizli,merkezefendi,gultepe,2,1,110,25,2,7750
5347,denizli,pamukkale,kervansaray,3,1,140,1,3,19000
5348,denizli,merkezefendi,akkonak,1,1,40,5,3,7000
5349,denizli,pamukkale,kinikli,1,1,51,10,5,7500
5350,denizli,pamukkale,kervansaray,1,1,100,0,0,12000
5351,denizli,pamukkale,hacikaplanlar,1,1,50,8,3,7000
5352,denizli,pamukkale,cumhuriyet,2,1,70,4,3,12000
5353,denizli,pamukkale,kinikli,1,1,55,10,1,5000
5354,denizli,merkezefendi,bahcelievler,2,1,115,16,2,12000
5355,denizli,pamukkale,kinikli,2,1,80,20,3,9000
5356,denizli,pamukkale,kervansaray,4,1,200,20,5,8000
5357,denizli,merkezefendi,gumuscay,3,1,180,20,3,13000
5358,denizli,pamukkale,istiklal,1,1,55,5,0,7000
5359,denizli,pamukkale,fatih,1,1,75,0,2,14750
5361,denizli,merkezefendi,karaman,2,1,120,15,1,10000
5362,denizli,pamukkale,feslegen,3,1,140,20,3,8500
5363,denizli,merkezefendi,degirmenonu,3,1,155,28,4,8500
5364,denizli,pamukkale,kuspinar,3,1,120,30,3,8500
5365,denizli,merkezefendi,degirmenonu,1,1,60,5,2,8000
5366,denizli,pamukkale,asmalievler,1,1,55,10,0,5700
5367,denizli,pamukkale,kinikli,1,1,50,10,0,6500
5368,denizli,merkezefendi,altintop,2,1,75,4,3,10000
5369,denizli,pamukkale,pelitlibag,1,1,50,6,3,7500
5370,denizli,merkezefendi,gultepe,2,1,120,4,1,12000
5371,denizli,merkezefendi,gultepe,2,1,105,25,1,7750
5372,denizli,pamukkale,incilipinar,3,1,140,27,1,8500
5373,denizli,pamukkale,topraklik,1,1,45,5,1,6500
5374,denizli,pamukkale,feslegen,1,1,50,5,2,10000
5375,denizli,pamukkale,incilipinar,1,1,78,4,3,7000
5376,denizli,pamukkale,15_mayis,1,1,55,4,3,7500
5377,denizli,pamukkale,kervansaray,1,1,40,5,3,5000
5378,denizli,pamukkale,kinikli,1,1,45,5,1,7500
5379,denizli,pamukkale,kinikli,2,1,75,10,1,7999
5380,denizli,pamukkale,kinikli,2,1,90,10,2,15000
5381,denizli,pamukkale,fatih,3,1,125,16,1,6000
5382,denizli,pamukkale,zeytinkoy,2,1,100,10,2,20000
5383,denizli,merkezefendi,yenisafak,3,1,160,0,3,25000
5384,denizli,merkezefendi,yenisafak,3,1,160,0,3,22000
5385,denizli,pamukkale,zeytinkoy,1,1,60,12,1,9000
5386,denizli,pamukkale,asmalievler,1,1,50,12,3,5000
5387,denizli,pamukkale,feslegen,2,1,110,5,4,20000
5388,denizli,merkezefendi,adalet,3,1,165,5,3,17000
5389,denizli,merkezefendi,degirmenonu,2,1,140,16,1,13000
5390,denizli,pamukkale,yunusemre,1,1,50,20,4,6500
5391,denizli,pamukkale,zeytinkoy,2,1,75,4,3,9000
5392,denizli,pamukkale,atalar,3,1,170,15,3,13000
5393,denizli,pamukkale,kinikli,1,1,55,5,3,7000
5394,denizli,pamukkale,yunusemre,1,1,30,11,5,4000
5395,denizli,pamukkale,fatih,2,1,100,2,2,18750
5396,denizli,pamukkale,siteler,3,1,140,30,1,14000
5397,denizli,pamukkale,asmalievler,1,1,55,10,3,10000
5398,denizli,pamukkale,asmalievler,2,1,75,1,5,14000
5399,denizli,pamukkale,kervansaray,1,1,50,8,3,8000
5400,denizli,pamukkale,topraklik,2,1,95,4,3,9500
5401,denizli,pamukkale,zumrut,4,1,190,5,3,13000
5402,denizli,merkezefendi,adalet,3,1,180,15,3,15000
5403,denizli,merkezefendi,akkonak,1,1,45,0,3,8000
5404,denizli,pamukkale,hacikaplanlar,2,1,130,35,5,10000
5405,denizli,pamukkale,asmalievler,2,1,55,0,1,9000
5406,denizli,pamukkale,mehmetcik,1,1,52,7,2,7000
5407,denizli,pamukkale,feslegen,1,1,110,30,5,5000
5408,denizli,pamukkale,asmalievler,1,1,55,5,5,7500
5409,denizli,pamukkale,kuspinar,3,1,145,23,3,15000
